,stock GE_log_value,stock JPM_log_value,stock A_log_value,stock AA_log_value,stock AAPL_log_value,S&P index,option_spx_logimplvol_mtau_1,option_spx_logimplvol_mtau_2,option_spx_logimplvol_mtau_3,option_spx_logimplvol_mtau_4,option_spx_logimplvol_mtau_5,option_spx_logimplvol_mtau_6,option_spx_logimplvol_mtau_7,option_spx_logimplvol_mtau_8,option_spx_logimplvol_mtau_9,option_spx_logimplvol_mtau_10,option_spx_logimplvol_mtau_11,option_spx_logimplvol_mtau_12,option_spx_logimplvol_mtau_13,option_spx_logimplvol_mtau_14,option_spx_logimplvol_mtau_15,option_spx_logimplvol_mtau_16,option_spx_logimplvol_mtau_17,option_spx_logimplvol_mtau_18,option_spx_logimplvol_mtau_19,option_spx_logimplvol_mtau_20,option_spx_logimplvol_mtau_21,option_spx_logimplvol_mtau_22,option_spx_logimplvol_mtau_23,option_spx_logimplvol_mtau_24,option_spx_logimplvol_mtau_25,option_spx_logimplvol_mtau_26,option_spx_logimplvol_mtau_27,option_spx_logimplvol_mtau_28,option_spx_logimplvol_mtau_29,option_spx_logimplvol_mtau_30,option_spx_logimplvol_mtau_31,option_spx_logimplvol_mtau_32,option_spx_logimplvol_mtau_33,option_spx_logimplvol_mtau_34,option_spx_logimplvol_mtau_35,option_spx_logimplvol_mtau_36,option_spx_logimplvol_mtau_37,option_spx_logimplvol_mtau_38,option_spx_logimplvol_mtau_39,option_spx_logimplvol_mtau_40,option_spx_logimplvol_mtau_41,option_spx_logimplvol_mtau_42,option_spx_logimplvol_mtau_43,option_spx_logimplvol_mtau_44,option_spx_logimplvol_mtau_45,option_spx_logimplvol_mtau_46,option_spx_logimplvol_mtau_47,option_spx_logimplvol_mtau_48,option_spx_logimplvol_mtau_49,option_spx_logimplvol_mtau_50,option_spx_logimplvol_mtau_51,option_spx_logimplvol_mtau_52,option_spx_logimplvol_mtau_53,option_spx_logimplvol_mtau_54,option_spx_logimplvol_mtau_55,option_spx_logimplvol_mtau_56,option_spx_logimplvol_mtau_57,option_spx_logimplvol_mtau_58,option_spx_logimplvol_mtau_59,option_spx_logimplvol_mtau_60,option_spx_logimplvol_mtau_61,option_spx_logimplvol_mtau_62,option_spx_logimplvol_mtau_63,option_spx_logimplvol_mtau_64,option_spx_logimplvol_mtau_65,option_spx_logimplvol_mtau_66,option_spx_logimplvol_mtau_67,option_spx_logimplvol_mtau_68,option_spx_logimplvol_mtau_69,option_spx_logimplvol_mtau_70,option_spx_logimplvol_mtau_71,option_spx_logimplvol_mtau_72,option_spx_logimplvol_mtau_73,option_spx_logimplvol_mtau_74,option_spx_logimplvol_mtau_75,option_spx_logimplvol_mtau_76,option_spx_logimplvol_mtau_77,option_spx_logimplvol_mtau_78,option_spx_logimplvol_mtau_79,option_spx_logimplvol_mtau_80,option_spx_logimplvol_mtau_81,option_spx_logimplvol_mtau_82,option_spx_logimplvol_mtau_83,option_spx_logimplvol_mtau_84,option_spx_logimplvol_mtau_85,option_spx_logimplvol_mtau_86,option_spx_logimplvol_mtau_87,option_spx_logimplvol_mtau_88,option_spx_logimplvol_mtau_89,option_spx_logimplvol_mtau_90,t_bar
2009-11-03 00:00:00,-0.599041306902041,0.15582270488871777,-0.18262354502709485,0.576302776881347,-0.3608131259895866,0.16458549687079643,-0.040565698161842745,-0.02904444801232553,-0.014010035914012509,-0.0056002823131025,0.0005719451806773801,0.007664862139473483,0.012095254641915743,0.01683538488070968,0.014072571376749998,0.013633161658462178,-0.03576283229842425,-0.02474335023312757,-0.011400299268625513,-0.004537933737519317,-0.0010074757474907159,0.003080292274647345,0.00657132957644424,0.009459638801860626,0.009503481873880837,0.009115506088988923,-0.03488385123642401,-0.023743703790577442,-0.011252930959464225,-0.0054365318680480446,-0.003361638214085083,-0.0008171539482202395,0.0021315444028506825,0.003970102409858178,0.005335615005507499,0.005080060543364517,-0.03712205444212624,-0.025318508157333275,-0.013032917538372768,-0.007833891370993662,-0.006279182725566157,-0.004189262216970802,-0.0015298890394677134,-0.00018989241090094922,0.001470182944944165,0.0014101555339594007,-0.041798701862939325,-0.02888515926433821,-0.016278395525705314,-0.011352068031119655,-0.009604715826416088,-0.007150118770445912,-0.0046138066783856235,-0.003375503501472865,-0.0021607488524229,-0.001975378384535098,-0.04835158376564963,-0.03397837555563599,-0.020604319954573347,-0.015687449156172706,-0.013222445857207221,-0.009782505989417656,-0.007257565930836041,-0.005823931400926741,-0.0056054456191438895,-0.005134767290414732,-0.0563207870638065,-0.04022753597973683,-0.025698167403246153,-0.020599542955717753,-0.01704513755869219,-0.012147968946581988,-0.009558292093050147,-0.0076995756392364,-0.008899150990869131,-0.008110872766169841,-0.06533388534380768,-0.047338026473852324,-0.031311631466123035,-0.025900060492744403,-0.021006485590349122,-0.014293231127201711,-0.011586605832111019,-0.009119917523931598,-0.012068209143753172,-0.01093595255033164,-0.07509186137084123,-0.05507606696618239,-0.03725090947885035,-0.03144308244629712,-0.02505574317020809,-0.01625441609236744,-0.013395088851780645,-0.010171089974156944,-0.01513271413372308,-0.013634754261982462,712.0
2009-11-04 00:00:00,-0.5409232967563138,-0.7456753159051849,-0.046018665691756735,-0.3946533568828596,0.6150348412052594,0.02100780079095578,0.015017469570866693,0.0072733196147349854,0.0012849618320829315,-0.010647770841000881,-0.014324506464949094,-0.012470700747995167,-0.005609970160417754,-0.0037379261255496843,-0.004338614591684387,-0.005930126842691896,0.009762144649113846,0.003690860385735739,-0.0013599546775104887,-0.007218771572344629,-0.00889891083072869,-0.007245168048901407,-0.002981885590035427,-0.0016600644884747773,-0.0015742860045726559,-0.0028625995412763228,0.004373676679815697,0.0003249718395652579,-0.003374437555376808,-0.00498361219505794,-0.0053192730763991225,-0.004054270393312631,-0.0014910375896601824,-0.00034162511642055193,0.00010287890787141762,-0.00097033466074814,-0.001069315303736218,-0.0028421566168488344,-0.004856026855781348,-0.003701440466616912,-0.0031493310300061417,-0.0023808230254818152,-0.0008247827945184749,0.0004335758325670902,0.000973089515504233,4.1727557833048934e-05,-0.006507634206632806,-0.005826665885041882,-0.00589415486425815,-0.00317558145468122,-0.0020715582097474705,-0.0018652471006164184,-0.0007779653381589924,0.0008043638082160243,0.001227838624694666,0.0003775638656156044,-0.01189713797008718,-0.008643163732981796,-0.006567953517897518,-0.0032464561783687174,-0.0018498062438268015,-0.0022498522914542463,-0.001210430903827886,0.0008638782180117044,0.0010024396135053237,0.00018269850617125272,-0.01720533563970217,-0.01130486507376105,-0.0069456879180198605,-0.00378515943030866,-0.0023051914126466233,-0.0033452018522819316,-0.002023218703466556,0.000676857447762913,0.00039522120914337044,-0.00043625785232204173,-0.02240873897852458,-0.013823727805987618,-0.007085169613939124,-0.004687885613021914,-0.0033000522010053768,-0.005008978734175384,-0.0031445051467053897,0.000289624599621785,-0.0005206448489663007,-0.0013994163787545144,-0.027490803825585886,-0.0162105800366541,-0.0070346909197225305,-0.005871223439721351,-0.0047269931819062805,-0.007132246712154178,-0.0045209368725041,-0.00026386651110854586,-0.0016895825575931056,-0.0026457321216346585,
2009-11-05 00:00:00,0.858220934013767,2.4180268072990923,2.5470349637651912,1.2545569405612744,0.9895903318090029,2.0847111867792725,-0.10766356623335027,-0.0994190260241985,-0.08139766194110254,-0.06198757128902832,-0.049114340367997,-0.04309771787110095,-0.04317539674447679,-0.04246328728413462,-0.032807980657932,-0.0278589170543333,-0.10379858084017379,-0.09463143597809265,-0.07508319680540665,-0.06108067696008357,-0.052033400648412664,-0.044934200101589994,-0.04059066018668722,-0.03799022731889412,-0.02932770103162441,-0.025452331741812717,-0.09611709506869204,-0.08667552513888865,-0.0673513642358512,-0.057289505644025907,-0.05085771865913413,-0.04335942812625393,-0.0365163497420129,-0.03313119854854385,-0.0254111379438835,-0.022042436421859213,-0.08551691407426842,-0.07637957707462384,-0.05869462612066667,-0.05136245819952179,-0.04663527946637491,-0.03927905977405155,-0.031362487075401235,-0.02797812656689369,-0.021176145692587856,-0.017891313174940526,-0.07273573830047209,-0.0643932141264445,-0.04950269642332339,-0.04389369340122662,-0.04013760295683855,-0.033328274080352216,-0.025398799879047695,-0.022589437766856513,-0.016702806352656197,-0.013179779827754645,-0.058371151998343196,-0.0512226589932574,-0.04007304095370534,-0.035348188114518564,-0.03194079155425622,-0.02596461592196797,-0.018809929952990023,-0.017003825169700892,-0.012047423187522943,-0.008036572657206253,-0.04290153059766455,-0.037260183235166,-0.030625373714790793,-0.02608558087865087,-0.0224801281792526,-0.017525089899483204,-0.011726469189870636,-0.01124773368913523,-0.00725072242830338,-0.0025557962052902283,-0.02670590796195582,-0.022808151204106286,-0.02131669908978795,-0.0163812134501915,-0.01208774150263947,-0.00826260986072902,-0.00424333200459559,-0.005339671277278191,-0.002342879554855015,0.003192201614805157,-0.010081800805246122,-0.008098346122481281,-0.01225506921025743,-0.006443870359647219,-0.0010191217133443953,0.0016299779108222001,0.0035688909817201964,0.0007071877232507351,0.0026532824842364633,0.009153809641327726,
2009-11-06 00:00:00,3.266580380406555,-0.5196170373839716,-0.001801365654540752,-0.0023097036286567427,-0.11950018203851562,0.16253153061836245,-0.042855299902938127,-0.03859013572726977,-0.03123401134757553,-0.025054942275068104,-0.022636866558751967,-0.020299311327906633,-0.01734134939359988,-0.01544818821559657,-0.009569677733790138,-0.005741016523945541,-0.042095017382422606,-0.03513664934799099,-0.026806290511738107,-0.022102423418192796,-0.019477151601335452,-0.016209656769988756,-0.01275142423597253,-0.01140388968869499,-0.00698188298107838,-0.004375702067602072,-0.04256259266567164,-0.033669612517328584,-0.024866300782189432,-0.020856957439708834,-0.01805898848632026,-0.014216116618034791,-0.01040522341622907,-0.009181339827472268,-0.005549555647511584,-0.0036698394836345294,-0.043985664227857546,-0.033742642067192685,-0.02487685905356063,-0.020931369272629174,-0.017955178454557963,-0.013774168919142626,-0.009665143727540793,-0.008244433945387541,-0.00496273628012478,-0.0034527570256566165,-0.046133895475066744,-0.03499510161988595,-0.026378162765791968,-0.022008352172622647,-0.018844037274766468,-0.014497628970090437,-0.010113838010959997,-0.008252899192566998,-0.005011920870068076,-0.0036063570975792825,-0.04881730926860084,-0.03713884005951673,-0.028990070409170565,-0.023832891510208842,-0.020481373883110443,-0.01610592927155796,-0.011466661201029016,-0.00898044600095238,-0.005550427184474183,-0.004046355690596526,-0.05188228257393446,-0.0399455250047549,-0.03240629282564744,-0.026203009951882628,-0.02268051979085417,-0.018391081869452375,-0.01352281331943872,-0.010270809885515764,-0.006472501448276935,-0.004711019396533844,-0.055206584815945536,-0.04323538371072866,-0.036384883153825376,-0.02896053638171958,-0.02529791826773309,-0.021196254714997975,-0.016136591109215948,-0.012012683805564084,-0.007699984662275394,-0.005554122443684806,-0.05869430663420272,-0.04686761697387354,-0.040737731438858615,-0.031982738169719305,-0.028222607218969964,-0.024401465986258808,-0.01919971088783723,-0.014124702520271537,-0.009173872830656293,-0.006540387463132458,
2009-11-09 00:00:00,1.4595969583539954,1.1141507632199592,1.4767152039575295,1.4554525104774902,2.3847245240600397,2.1836266935834567,-0.027764574744140402,-0.04908082453621354,-0.06926316111473252,-0.06430708861625778,-0.057081581266624104,-0.050752677705386384,-0.04079614477547078,-0.035228159559432815,-0.03133287307645549,-0.024720414863164786,-0.047237503278614534,-0.05464155639046142,-0.059031116877198864,-0.055226441968067475,-0.04928903357555914,-0.04299937201526016,-0.03492988497253435,-0.030294209730850508,-0.024331302245309105,-0.01802560485329341,-0.057337513186375366,-0.05568369402054274,-0.05098713394981602,-0.0478017053341655,-0.04270971181577776,-0.03665540382470667,-0.030108221615467334,-0.026191606103180387,-0.019121638819824316,-0.013631695002250144,-0.0596852572563209,-0.05326008776153679,-0.044756053637337256,-0.04175279607860194,-0.03709853728666723,-0.03136857538482096,-0.0260198591892864,-0.02265680257286884,-0.01520641049104876,-0.010926284773676409,-0.055853585491020485,-0.04823308091740408,-0.04001265671455667,-0.036842353311441256,-0.03227066707569026,-0.026895038610950106,-0.022465569938892482,-0.019525062025651074,-0.012256754143014748,-0.009495486434550449,-0.047265329633726205,-0.041294510328430345,-0.036481442399319386,-0.032871811671761675,-0.028084248120769706,-0.023060597317257292,-0.019311920864847565,-0.016688065496212046,-0.01004655023692469,-0.00904950365702395,-0.03514378059240242,-0.032990647206790236,-0.03393267754335283,-0.029676435319593075,-0.02442874966058728,-0.01973749187474727,-0.0164661799833965,-0.01407161913373467,-0.00841520004073426,-0.009379365876014845,-0.020501094148194676,-0.023747384606959798,-0.032176849568346766,-0.027120249292102327,-0.021216880445389386,-0.01682989030070403,-0.013861893661800906,-0.01162315622649679,-0.007245494063086166,-0.010330589640527688,-0.00415004308861433,-0.01389324990404539,-0.031058764407454476,-0.025091336211781723,-0.01837887127116522,-0.01426450001334767,-0.011450191112061914,-0.00930435574199362,-0.006449884534183825,-0.01178651179010326,
2009-11-10 00:00:00,-0.23994787264006862,-0.24647086233842566,-0.0040989610149320295,0.39839703324788156,0.2719823298845947,-0.08017254743411252,0.05759200581536539,0.057076742563623606,0.04902674146984509,0.039939145439928936,0.034652100415671905,0.032451581797142026,0.026819613438221257,0.020698466683316985,0.011359092319155106,0.007270245202296577,0.034337512016213934,0.03538654713425737,0.03112720770024291,0.02735536456773069,0.024879439615757004,0.023089413786571145,0.01915030225687353,0.01572690105963881,0.009619509305562213,0.005755763631267952,0.017218790591829736,0.020172795930094134,0.018793255075070237,0.018378240514969058,0.017841894080863785,0.01654670218377685,0.013939151572710307,0.01210839137561237,0.007839598646999013,0.0044266462064586065,0.005922734259617535,0.010476574101937919,0.010971001799566782,0.01228890952688566,0.012909311767382414,0.0120934316787904,0.010469717305495507,0.009427957105903273,0.006028747283149283,0.0032316115612804897,-0.00023867148113398962,0.005311479216964399,0.006739448930500602,0.008489084632356647,0.00960853198063405,0.009219781551508932,0.008279130128381551,0.007425646557526866,0.004193063831353205,0.002136553441357325,-0.0021382216012173494,0.0037539534702122346,0.005320588432214501,0.006489332407519255,0.00758006351892071,0.007559587492031339,0.007055005516391599,0.00593034582269536,0.0023366886733169334,0.0011179050087364306,-0.0006801699840350839,0.004990953937008991,0.00607301038276109,0.005894065070373378,0.006547942804110418,0.00684362435442476,0.006578875556334296,0.004824834864135097,0.0004625222212377711,0.0001588589568335408,0.003299519677075091,0.008336947051252208,0.008477248766634249,0.006386236855222771,0.0062983910197915716,0.006869975063015232,0.00669335833399054,0.00402613588468026,-0.001427347956452385,-0.000752894499196799,0.009083773805249162,0.013231817785160471,0.012118133679255738,0.007713252979261176,0.00666446618980121,0.007484612828130066,0.007282201567246016,0.0034738768560671485,-0.003331385240868734,-0.0016265782657831629,
2009-11-11 00:00:00,0.09772862802770949,0.17798035018673494,0.7934646618186071,-0.12800924766430105,-0.07394286128514274,0.38487370000429016,0.029822233199191084,0.02278127384374029,0.0235843976294019,0.021751073574287627,0.020170130598582636,0.018155859329556323,0.01915028398695484,0.02291308691509153,0.023946003465242116,0.02209572682551686,0.019224566486053085,0.017953495438058464,0.019839789254552098,0.01753293547805468,0.016232692422028405,0.015342379953435348,0.01602378120769532,0.017568730565814095,0.018023226340822207,0.017572401974477403,0.012386555888417528,0.015018307192017355,0.017275795588613363,0.015124576284843316,0.014161765009202298,0.013764150401741393,0.01397972509348877,0.014232247779760954,0.01435710621001296,0.014654175218991261,0.00914939392206926,0.013712368445357503,0.01570059549948022,0.014155801782574251,0.013516983556985052,0.013106918004377688,0.01271482780387112,0.012314884970479056,0.012325849112063914,0.012913788364368406,0.009039476889515008,0.013731818486901304,0.014927284984628031,0.014305458971078044,0.013956447081687307,0.013144072972713028,0.012028187544126823,0.01143981417494766,0.0115172350387871,0.012063211495921822,0.011422053859147852,0.014776588921468159,0.01478672048869556,0.015305053545854985,0.015215011838128456,0.013708940297220584,0.011781461399455795,0.011354668201537965,0.01164716855185488,0.011901196139204373,0.01563642915953478,0.016577170445096323,0.01513325684264899,0.016936054617542995,0.01708711801812357,0.014676868281380706,0.011876287807963903,0.0118840963819975,0.012513484658193574,0.012282878897470706,0.021085330381841683,0.018906726134055196,0.015845831514076147,0.019024130603700007,0.01941337141243249,0.015953308166091418,0.012240828864011899,0.012902488553317104,0.013968400581259921,0.013101326469232788,0.02727758845236883,0.021583226203837347,0.016826397379242408,0.021432355692822647,0.022070135878056618,0.017465678770815618,0.012821405578068878,0.014317525840351841,0.015901384615935044,0.014275884622689361,
2009-11-12 00:00:00,-0.2843602002884178,-1.384343830455163,-0.13952303953564205,-0.7499252959688796,-0.5611252129761525,-1.075024811803305,0.05985540417338875,0.06844362399907311,0.07117194731405418,0.06277612114203523,0.05932053122160874,0.05476329905513211,0.052466457497493124,0.05058614519045568,0.043244672323507594,0.03665152022564011,0.06566069483696668,0.0641096221605939,0.05960792964171313,0.054350979970601676,0.05100507624229311,0.04583619531987537,0.04138609680305483,0.038930382747835335,0.032472545111616125,0.027064510243447026,0.06733008096705362,0.05946581987939226,0.051051521515661724,0.047410795185175214,0.04418976703043942,0.039001626503818665,0.0336251939094927,0.030992933564964353,0.025241662995598046,0.021094748662888296,0.06531683225945528,0.05474423017925578,0.04513615472460186,0.04180059443984052,0.03863120032555489,0.03379856282449456,0.028309452173350902,0.025751178809678033,0.020645347980968065,0.0178376872918371,0.06033685548155687,0.05012374139565723,0.041446541256768166,0.03734746768054631,0.034119836791661085,0.029880133009660304,0.02483969141175746,0.022523568361460633,0.018054475539086123,0.01665683637899873,0.05319656051092636,0.04572801323690179,0.03957087833845652,0.03387934243641677,0.03047808043054956,0.026981625011011312,0.022791679254253516,0.020838301209147536,0.017018937844087034,0.01709155371524962,0.04465815063285894,0.041632130414059,0.03913219142780089,0.03123607226479752,0.027556967062676074,0.0248985097752612,0.021856783745434427,0.0203583836469996,0.01720834143874561,0.018800486356247426,0.03536226334081105,0.03787302932688075,0.03980329933842719,0.029274919238119645,0.025232396008701308,0.02347103114906135,0.021805258913232484,0.020836695286192475,0.01837482941730184,0.021525535251901484,0.025801398430825184,0.034460256898793284,0.041310725966990924,0.027872346518076574,0.023401419606285057,0.02257320064534052,0.022462688716278656,0.022087913950048943,0.02032895340956986,0.025068140302843656,
2009-11-13 00:00:00,-0.3241907885770865,-0.546892823935452,2.2260247326182796,-0.06878093387604495,0.6307433154073369,0.4642559745544231,-0.034971924814256816,-0.03502160826042666,-0.02628575587897286,-0.023986930563293374,-0.023912914555160203,-0.020865479720630242,-0.02103382979778723,-0.022096939402920235,-0.012073230248620392,-0.008432950163905772,-0.041910567944751786,-0.03372972295226595,-0.023390686914009473,-0.020702537436153134,-0.019000819882782904,-0.016014300851003638,-0.014546204841079158,-0.014530731478681336,-0.009274648769380667,-0.00689301893696026,-0.044588499036567475,-0.03127725437993112,-0.020722110017337814,-0.01779172043502153,-0.015151377332595528,-0.012290368822094777,-0.009950779077979366,-0.009254996311733432,-0.006780744257498972,-0.005244285339779831,-0.043417757672653545,-0.02797160755465722,-0.018322831547571194,-0.015248975488848293,-0.01217768792316698,-0.009451000416144328,-0.006759896709763957,-0.005651454118745569,-0.004527186377833781,-0.0035249806793202776,-0.039098292049110306,-0.0241035842585684,-0.016207737292907032,-0.013052543163375896,-0.009921242886536286,-0.007311584446793695,-0.004635388536594176,-0.003303558569124121,-0.0024676309468338875,-0.0017622928698306506,-0.03244183280492807,-0.019921317997053656,-0.014371630362233212,-0.011171637369403742,-0.008249536004461211,-0.005729980713833349,-0.003335540653274238,-0.0019204396042720173,-0.0005677844696230228,2.4123518936880473e-05,-0.02422985191783944,-0.01562018808172505,-0.012796591863096562,-0.009571696697563414,-0.007052881983682813,-0.0045955746070971415,-0.0026831415015340365,-0.0012928533542189147,0.0011983225583422907,0.0018198806744571527,-0.015128861903497048,-0.01134378401574021,-0.011457873056785361,-0.008217863380096668,-0.006241084679162734,-0.0038214638322220384,-0.0025454377702749387,-0.0012664503075352496,0.0028507568093547597,0.003614350520102061,-0.005658326555721738,-0.007190819113572333,-0.010328104357785195,-0.0070770764509173745,-0.005740294316446626,-0.0033387940723981213,-0.0028211228724523973,-0.0017249048527196997,0.004405302119427024,0.005399637098742693,
2009-11-16 00:00:00,1.0099492082736221,0.17119233137565168,1.139546819417618,1.4356867231418118,0.5449914570511237,1.3371858315821263,-0.010670843366337834,-0.002945636309565236,-0.014655030950023962,-0.015611658671999207,-0.013254244193092513,-0.013939813033816861,-0.015530057237641337,-0.01722703248436841,-0.018113175932841452,-0.01765818927148799,-0.01192463406827926,-0.01294838590972791,-0.017824452108025524,-0.01815343183557072,-0.01625548455333381,-0.01632258854410229,-0.015692911110743557,-0.01521010779080445,-0.011678093076874285,-0.009825394800730969,-0.012931321430914355,-0.01890667719115502,-0.019243181435974588,-0.019435805870448686,-0.017747499207741546,-0.017271827568577036,-0.015431188896174453,-0.013761719269187678,-0.008034751427096865,-0.005819162016553747,-0.013664218106837378,-0.021283188677796883,-0.01921851773760319,-0.01970337375904485,-0.018068673198163188,-0.01714349421569117,-0.014862583214175995,-0.012722573383204594,-0.006459217934792649,-0.004670050512537882,-0.014130551619630394,-0.02071678896741136,-0.018067737075582846,-0.019181730495803073,-0.01749349364823849,-0.016204272672068143,-0.014067553472327576,-0.01198762302433809,-0.00644884192270867,-0.005696197735563846,-0.014361615436428998,-0.01788884967538884,-0.01608356931389654,-0.018066638828019288,-0.016241521818693094,-0.014655786819845806,-0.013102883949116295,-0.011484788286317826,-0.007643965723041601,-0.00840447899442709,-0.014400813613005825,-0.013432306189337107,-0.013516515100092885,-0.016520744697630096,-0.014486580970510587,-0.012651670133036808,-0.012009723293658903,-0.011162965332736752,-0.009780687347069605,-0.012429846435217051,-0.014293745894716547,-0.007884549387536577,-0.010569536299271043,-0.014674858579558414,-0.012365209509855202,-0.0103097705808044,-0.010818559417812956,-0.01098491423304937,-0.012661188213172414,-0.0174966572642532,-0.014081939894496243,-0.0016733238278752172,-0.0074002747011852055,-0.012631550078204379,-0.009983990736321058,-0.0077209905824737746,-0.009552411132576655,-0.010922856802977776,-0.016134446575507333,-0.023393210318250035,
