dates,stock GE_log_value,stock JPM_log_value,stock A_log_value,stock AA_log_value,stock AAPL_log_value,S&P index,option_spx_logimplvol_mtau_1,option_spx_logimplvol_mtau_2,option_spx_logimplvol_mtau_3,option_spx_logimplvol_mtau_4,option_spx_logimplvol_mtau_5,option_spx_logimplvol_mtau_6,option_spx_logimplvol_mtau_7,option_spx_logimplvol_mtau_8,option_spx_logimplvol_mtau_9,option_spx_logimplvol_mtau_10,option_spx_logimplvol_mtau_11,option_spx_logimplvol_mtau_12,option_spx_logimplvol_mtau_13,option_spx_logimplvol_mtau_14,option_spx_logimplvol_mtau_15,option_spx_logimplvol_mtau_16,option_spx_logimplvol_mtau_17,option_spx_logimplvol_mtau_18,option_spx_logimplvol_mtau_19,option_spx_logimplvol_mtau_20,option_spx_logimplvol_mtau_21,option_spx_logimplvol_mtau_22,option_spx_logimplvol_mtau_23,option_spx_logimplvol_mtau_24,option_spx_logimplvol_mtau_25,option_spx_logimplvol_mtau_26,option_spx_logimplvol_mtau_27,option_spx_logimplvol_mtau_28,option_spx_logimplvol_mtau_29,option_spx_logimplvol_mtau_30,option_spx_logimplvol_mtau_31,option_spx_logimplvol_mtau_32,option_spx_logimplvol_mtau_33,option_spx_logimplvol_mtau_34,option_spx_logimplvol_mtau_35,option_spx_logimplvol_mtau_36,option_spx_logimplvol_mtau_37,option_spx_logimplvol_mtau_38,option_spx_logimplvol_mtau_39,option_spx_logimplvol_mtau_40,option_spx_logimplvol_mtau_41,option_spx_logimplvol_mtau_42,option_spx_logimplvol_mtau_43,option_spx_logimplvol_mtau_44,option_spx_logimplvol_mtau_45,option_spx_logimplvol_mtau_46,option_spx_logimplvol_mtau_47,option_spx_logimplvol_mtau_48,option_spx_logimplvol_mtau_49,option_spx_logimplvol_mtau_50,option_spx_logimplvol_mtau_51,option_spx_logimplvol_mtau_52,option_spx_logimplvol_mtau_53,option_spx_logimplvol_mtau_54,option_spx_logimplvol_mtau_55,option_spx_logimplvol_mtau_56,option_spx_logimplvol_mtau_57,option_spx_logimplvol_mtau_58,option_spx_logimplvol_mtau_59,option_spx_logimplvol_mtau_60,option_spx_logimplvol_mtau_61,option_spx_logimplvol_mtau_62,option_spx_logimplvol_mtau_63,option_spx_logimplvol_mtau_64,option_spx_logimplvol_mtau_65,option_spx_logimplvol_mtau_66,option_spx_logimplvol_mtau_67,option_spx_logimplvol_mtau_68,option_spx_logimplvol_mtau_69,option_spx_logimplvol_mtau_70,option_spx_logimplvol_mtau_71,option_spx_logimplvol_mtau_72,option_spx_logimplvol_mtau_73,option_spx_logimplvol_mtau_74,option_spx_logimplvol_mtau_75,option_spx_logimplvol_mtau_76,option_spx_logimplvol_mtau_77,option_spx_logimplvol_mtau_78,option_spx_logimplvol_mtau_79,option_spx_logimplvol_mtau_80,option_spx_logimplvol_mtau_81,option_spx_logimplvol_mtau_82,option_spx_logimplvol_mtau_83,option_spx_logimplvol_mtau_84,option_spx_logimplvol_mtau_85,option_spx_logimplvol_mtau_86,option_spx_logimplvol_mtau_87,option_spx_logimplvol_mtau_88,option_spx_logimplvol_mtau_89,option_spx_logimplvol_mtau_90
2009-11-03,-0.668910670274327,0.11299544242575331,-0.13960928944327666,0.5754443839279846,-0.33253959048160797,0.17376825327439743,-0.040565698161839414,-0.029044448012321755,-0.014010035914013175,-0.0056002823131033885,0.000571945180682043,0.007664862139469486,0.012095254641914188,0.0168353848807119,0.014072571376750886,0.01363316165846129,-0.0357628322984227,-0.02474335023312535,-0.011400299268626402,-0.004537933737520428,-0.0010074757474884954,0.0030802922746451245,0.006571329576444462,0.009459638801861292,0.009503481873881059,0.009115506088988257,-0.03488385123642401,-0.023743703790576554,-0.011252930959464669,-0.005436531868049599,-0.003361638214083973,-0.0008171539482209056,0.0021315444028513486,0.003970102409857734,0.005335615005507721,0.005080060543364517,-0.03712205444212646,-0.025318508157333497,-0.013032917538372768,-0.00783389137099455,-0.006279182725565713,-0.004189262216971246,-0.0015298890394670472,-0.00018989241090161535,0.001470182944944165,0.0014101555339594007,-0.04179870186294021,-0.028885159264338434,-0.016278395525704648,-0.0113520680311201,-0.009604715826416532,-0.007150118770445468,-0.004613806678384735,-0.0033755035014737533,-0.002160748852423122,-0.001975378384535098,-0.04835158376565074,-0.03397837555563599,-0.020604319954572237,-0.015687449156172484,-0.013222445857207887,-0.0097825059894181,-0.007257565930835597,-0.005823931400927629,-0.005605445619144334,-0.005134767290414288,-0.05632078706380761,-0.04022753597973572,-0.025698167403245042,-0.02059954295571731,-0.017045137558692636,-0.012147968946582655,-0.009558292093050147,-0.007699575639237066,-0.008899150990869131,-0.008110872766169841,-0.06533388534380813,-0.047338026473850325,-0.03131163146612148,-0.02590006049274307,-0.021006485590349344,-0.014293231127202821,-0.011586605832112129,-0.009119917523931598,-0.012068209143753394,-0.010935952550332084,-0.07509186137084145,-0.05507606696617928,-0.03725090947884835,-0.03144308244629512,-0.025055743170207867,-0.016254416092370105,-0.013395088851782866,-0.010171089974157388,-0.015132714133723413,-0.013634754261983573
2009-11-04,-0.6082285819935875,-0.6366305355790542,-0.030978857655209826,-0.40249438313028085,0.5757102503690575,0.05413884038590083,0.015017469570864694,0.007273319614731211,0.0012849618320869283,-0.010647770841000215,-0.014324506464953979,-0.012470700747993613,-0.005609970160419531,-0.0037379261255550134,-0.004338614591683276,-0.005930126842692118,0.009762144649112514,0.0036908603857337408,-0.0013599546775089344,-0.007218771572343963,-0.008898910830731577,-0.007245168048900519,-0.002981885590036315,-0.0016600644884772198,-0.0015742860045724338,-0.0028625995412763228,0.004373676679815697,0.00032497183956459175,-0.003374437555376808,-0.004983612195057496,-0.005319273076400233,-0.004054270393311521,-0.0014910375896601824,-0.0003416251164214401,0.00010287890787186171,-0.00097033466074814,-0.001069315303736218,-0.0028421566168488344,-0.00485602685578268,-0.003701440466616912,-0.0031493310300065858,-0.002380823025480927,-0.0008247827945182529,0.00043357583256686816,0.000973089515504455,4.172755783327098e-05,-0.006507634206632806,-0.005826665885041882,-0.005894154864260148,-0.003175581454681442,-0.0020715582097474705,-0.0018652471006159743,-0.0007779653381589924,0.0008043638082162463,0.00122783862469511,0.00037756386561538235,-0.011897137970086957,-0.008643163732982018,-0.0065679535179004045,-0.0032464561783696055,-0.0018498062438268015,-0.00224985229145358,-0.001210430903828108,0.0008638782180117044,0.0010024396135059899,0.00018269850617103067,-0.017205335639702835,-0.011304865073762604,-0.006945687918022303,-0.003785159430309326,-0.0023051914126466233,-0.0033452018522810434,-0.0020232187034678883,0.000676857447762691,0.0003952212091440366,-0.0004362578523224858,-0.022408738978526133,-0.013823727805990282,-0.0070851696139415665,-0.004687885613023024,-0.003300052201005599,-0.005008978734174496,-0.003144505146707388,0.0002896245996197866,-0.0005206448489651905,-0.0013994163787547365,-0.02749080382558744,-0.01621058003665743,-0.007034690919724973,-0.005871223439722906,-0.004726993181907391,-0.0071322467121532895,-0.0045209368725067645,-0.00026386651111143244,-0.0016895825575915513,-0.0026457321216346585
2009-11-05,0.9614272310883715,2.042863244579723,2.0590309586466464,1.2797300941104226,0.9401864342294067,1.6273587853278697,-0.10766356623335271,-0.0994190260241965,-0.08139766194110565,-0.06198757128902854,-0.049114340367995,-0.04309771787110117,-0.04317539674447657,-0.0424632872841324,-0.03280798065793311,-0.027858917054334853,-0.10379858084017424,-0.09463143597809198,-0.07508319680540754,-0.06108067696008357,-0.052033400648411554,-0.04493420010158955,-0.040590660186686334,-0.0379902273188939,-0.029327701031624853,-0.025452331741813827,-0.09611709506869204,-0.08667552513888865,-0.0673513642358512,-0.05728950564402546,-0.05085771865913391,-0.043359428126253485,-0.03651634974201223,-0.03313119854854474,-0.025411137943884166,-0.022042436421859657,-0.08551691407426798,-0.07637957707462406,-0.05869462612066578,-0.051362458199521344,-0.04663527946637536,-0.03927905977405155,-0.03136248707540079,-0.02797812656689458,-0.02117614569258852,-0.01789131317494097,-0.07273573830047186,-0.06439321412644472,-0.04950269642332206,-0.043893693401226175,-0.04013760295683899,-0.03332827408035244,-0.025398799879047473,-0.02258943776685718,-0.01670280635265664,-0.013179779827754423,-0.058371151998343196,-0.051222658993257175,-0.04007304095370334,-0.0353481881145179,-0.03194079155425644,-0.025964615921968193,-0.018809929952990023,-0.017003825169700892,-0.012047423187523165,-0.008036572657206031,-0.04290153059766477,-0.03726018323516511,-0.030625373714788795,-0.02608558087865065,-0.0224801281792526,-0.017525089899484314,-0.011726469189870414,-0.011247733689134565,-0.007250722428303602,-0.002555796205289562,-0.026705907961956266,-0.022808151204104288,-0.021316699089785507,-0.0163812134501915,-0.01208774150263947,-0.008262609860730352,-0.004243332004595146,-0.005339671277275526,-0.0023428795548556813,0.003192201614805823,-0.010081800805247454,-0.008098346122478839,-0.012255069210254987,-0.006443870359647219,-0.0010191217133439512,0.001629977910821312,0.0035688909817208625,0.0007071877232549539,0.002653282484236019,0.009153809641328836
2009-11-06,3.65200335847583,-0.44933971140790063,0.0038030462399047077,-0.005264128252598443,-0.11508500861281838,0.17984574038012838,-0.04285529990293191,-0.03859013572726866,-0.031234011347572643,-0.025054942275066994,-0.02263686655875441,-0.020299311327906633,-0.017341349393599437,-0.015448188215598346,-0.009569677733791693,-0.005741016523941989,-0.04209501738241972,-0.03513664934799077,-0.026806290511736552,-0.022102423418192352,-0.019477151601336562,-0.016209656769988756,-0.012751424235973419,-0.011403889688695656,-0.00698188298107949,-0.00437570206760074,-0.042562592665671195,-0.033669612517328584,-0.024866300782188766,-0.02085695743970839,-0.018058988486321148,-0.014216116618034791,-0.010405223416229958,-0.009181339827472046,-0.00554955564751225,-0.0036698394836347514,-0.04398566422785821,-0.03374264206719291,-0.024876859053560407,-0.020931369272628952,-0.017955178454558407,-0.013774168919142404,-0.009665143727541903,-0.008244433945386875,-0.004962736280124558,-0.0034527570256568385,-0.04613389547506763,-0.03499510161988617,-0.026378162765791746,-0.02200835217262287,-0.01884403727476691,-0.014497628970089993,-0.010113838010960219,-0.008252899192566332,-0.005011920870068076,-0.0036063570975792825,-0.04881730926860128,-0.03713884005951651,-0.028990070409169455,-0.023832891510208842,-0.02048137388311111,-0.016105929271558184,-0.011466661201029016,-0.008980446000951936,-0.005550427184474183,-0.004046355690595416,-0.051882282573934235,-0.039945525004754456,-0.03240629282564633,-0.026203009951882406,-0.022680519790855946,-0.018391081869452153,-0.013522813319438276,-0.010270809885515542,-0.006472501448276935,-0.004711019396531846,-0.05520658481594398,-0.04323538371072799,-0.036384883153824044,-0.028960536381719137,-0.02529791826773531,-0.021196254714997975,-0.01613659110921506,-0.012012683805564084,-0.007699984662275172,-0.005554122443681475,-0.05869430663419961,-0.04686761697387265,-0.04073773143885617,-0.03198273816971886,-0.028222607218973295,-0.024401465986259474,-0.019199710887835453,-0.014124702520272425,-0.009173872830656737,-0.006540387463127573
2009-11-09,1.4160997876438026,0.9451118500849575,1.3142035302261654,1.4917274882728258,2.3158136559549027,1.8721223529844644,-0.027764574744145065,-0.0490808245362111,-0.06926316111473452,-0.06430708861625534,-0.05708158126662055,-0.0507526777053835,-0.040796144775467225,-0.03522815955943304,-0.031332873076452605,-0.024720414863169005,-0.0472375032786172,-0.05464155639045987,-0.059031116877199974,-0.05522644196806592,-0.04928903357555736,-0.04299937201525905,-0.03492988497253169,-0.03029420973084962,-0.024331302245307107,-0.01802560485329452,-0.05733751318637559,-0.05568369402054252,-0.05098713394981669,-0.047801705334164835,-0.042709711815775986,-0.03665540382470711,-0.030108221615465558,-0.026191606103179055,-0.019121638819823428,-0.013631695002249922,-0.059685257256320456,-0.05326008776153657,-0.04475605363733748,-0.04175279607860127,-0.0370985372866659,-0.03136857538482185,-0.026019859189285066,-0.022656802572868395,-0.015206410491048317,-0.010926284773675965,-0.0558535854910196,-0.0482330809174043,-0.04001265671455689,-0.036842353311441034,-0.03227066707568871,-0.026895038610950772,-0.022465569938891594,-0.019525062025650408,-0.012256754143014748,-0.009495486434550449,-0.04726532963372532,-0.04129451032843012,-0.036481442399320496,-0.032871811671761675,-0.028084248120768596,-0.02306059731725707,-0.01931192086484712,-0.0166880654962116,-0.01004655023692469,-0.009049503657025948,-0.03514378059240153,-0.03299064720678979,-0.03393267754335416,-0.029676435319593075,-0.024428749660584836,-0.019737491874746382,-0.016466179983395834,-0.014071619133735336,-0.008415200040733817,-0.009379365876018841,-0.020501094148194676,-0.023747384606958688,-0.032176849568348986,-0.02712024929210255,-0.0212168804453865,-0.01682989030070181,-0.013861893661800018,-0.011623156226498121,-0.0072454940630855,-0.010330589640533683,-0.004150043088614774,-0.013893249904043614,-0.03105876440745714,-0.025091336211781723,-0.018378871271161668,-0.014264500013344117,-0.01145019111206147,-0.009304355741995396,-0.006449884534182937,-0.011786511790112142
2009-11-10,-0.2353985094873668,-0.22860737576672593,0.001760243944137278,0.400890404231183,0.2685042135439522,-0.04143992370975907,0.0575920058153665,0.05707674256361628,0.04902674146984576,0.039939145439923385,0.03465210041567213,0.03245158179713781,0.02681961343821815,0.020698466683322092,0.011359092319153996,0.007270245202295467,0.03433751201621482,0.03538654713425404,0.031127207700242687,0.027355364567727802,0.024879439615756782,0.023089413786569146,0.01915030225687131,0.015726901059640808,0.009619509305561325,0.0057557636312672855,0.017218790591829514,0.020172795930093468,0.018793255075070237,0.018378240514967947,0.017841894080862897,0.016546702183776407,0.013939151572708308,0.012108391375612815,0.007839598646998791,0.0044266462064583845,0.005922734259617313,0.010476574101938141,0.010971001799566782,0.012288909526884995,0.012909311767381748,0.012093431678790623,0.010469717305494175,0.009427957105903051,0.006028747283149061,0.0032316115612809337,-0.00023867148113421166,0.005311479216964843,0.006739448930499936,0.00848908463235687,0.009608531980633384,0.009219781551509154,0.00827913012838044,0.007425646557525978,0.004193063831353205,0.002136553441357547,-0.0021382216012177935,0.0037539534702115684,0.005320588432214057,0.006489332407519033,0.00758006351892071,0.007559587492031339,0.007055005516391155,0.00593034582269425,0.0023366886733167114,0.0011179050087375408,-0.0006801699840350839,0.004990953937007214,0.006073010382760424,0.0058940650703722675,0.006547942804110196,0.006843624354424316,0.00657887555633363,0.004824834864134875,0.0004625222212368829,0.000158858956834651,0.0032995196770753132,0.008336947051248877,0.008477248766633805,0.006386236855221439,0.006298391019792238,0.006869975063013678,0.006693358333989874,0.004026135884680482,-0.001427347956452829,-0.0007528944991952446,0.009083773805249384,0.013231817785155586,0.012118133679255294,0.007713252979258511,0.0066644661898020985,0.007484612828127402,0.007282201567245794,0.0034738768560684807,-0.003331385240869178,-0.0016265782657816086
2009-11-11,0.09408138511108921,0.14509069497662944,0.7304928125593021,-0.13400081904578726,-0.07299464106191365,0.39525140899052574,0.029822233199187753,0.022781273843744065,0.023584397629397014,0.021751073574292068,0.020170130598581082,0.018155859329561874,0.019150283986956618,0.022913086915084868,0.023946003465241894,0.022095726825520634,0.01922456648605131,0.01795349543806024,0.019839789254549878,0.01753293547805601,0.01623269242202796,0.015342379953437568,0.016023781207695986,0.017568730565811208,0.01802322634082265,0.017572401974478957,0.012386555888417083,0.015018307192017577,0.01727579558861203,0.01512457628484265,0.014161765009202298,0.013764150401741837,0.013979725093489437,0.014232247779759843,0.014357106210013182,0.014654175218991483,0.009149393922068816,0.01371236844535706,0.015700595499479553,0.014155801782572697,0.01351698355698483,0.013106918004377688,0.012714827803872009,0.012314884970479723,0.012325849112064136,0.01291378836436774,0.009039476889515008,0.013731818486901304,0.014927284984628031,0.014305458971076268,0.013956447081687307,0.013144072972712584,0.012028187544127267,0.011439814174948326,0.011517235038787543,0.0120632114959216,0.011422053859147185,0.014776588921468159,0.014786720488695115,0.015305053545853875,0.015215011838128234,0.013708940297220806,0.011781461399456461,0.01135466820153841,0.011647168551855325,0.011901196139204373,0.015636429159533005,0.01657717044509721,0.015133256842648102,0.01693605461754344,0.017087118018123126,0.014676868281381816,0.011876287807964792,0.011884096381997278,0.012513484658193796,0.012282878897471594,0.021085330381838796,0.018906726134056084,0.015845831514074593,0.01902413060370134,0.019413371412431157,0.015953308166094304,0.012240828864012787,0.012902488553315994,0.013968400581259255,0.013101326469234564,0.02727758845236483,0.02158322620383868,0.016826397379239744,0.0214323556928262,0.022070135878055286,0.017465678770819393,0.012821405578069989,0.014317525840349177,0.015901384615934377,0.014275884622692026
2009-11-12,-0.29196169863454446,-1.279781417287427,-0.12253061534556633,-0.7782670876127872,-0.555771209057982,-0.9253173220325739,0.05985540417339341,0.06844362399907467,0.0711719473140604,0.06277612114203346,0.05932053122160874,0.054763299055133,0.052466457497491126,0.05058614519046145,0.04324467232351048,0.036651520225637446,0.0656606948369689,0.06410962216059413,0.05960792964171624,0.054350979970601454,0.05100507624229289,0.045836195319875817,0.04138609680305416,0.03893038274783667,0.03247254511161701,0.027064510243445916,0.06733008096705428,0.059465819879392035,0.05105152151566328,0.047410795185175436,0.04418976703043942,0.039001626503818665,0.03362519390949248,0.03099293356496413,0.025241662995598046,0.021094748662888074,0.06531683225945573,0.054744230179255116,0.045136154724602306,0.04180059443984163,0.038631200325555115,0.033798562824493894,0.02830945217335068,0.025751178809676478,0.0206453479809674,0.017837687291837545,0.06033685548155643,0.05012374139565545,0.04144654125676861,0.03734746768054742,0.03411983679166086,0.029880133009660304,0.024839691411757236,0.022523568361459523,0.01805447553908568,0.01665683637899873,0.05319656051092703,0.0457280132369009,0.03957087833845718,0.03387934243641788,0.030478080430549337,0.026981625011011312,0.022791679254252628,0.020838301209147758,0.017018937844087256,0.01709155371524962,0.04465815063286116,0.04163213041405833,0.03913219142780289,0.031236072264797743,0.02755696706267563,0.0248985097752612,0.02185678374543354,0.020358383647001155,0.017208341438746944,0.01880048635624698,0.03536226334081438,0.03787302932688119,0.03980329933843074,0.029274919238119645,0.025232396008701308,0.023471031149061128,0.02180525891323093,0.020836695286195805,0.018374829417304728,0.021525535251900596,0.025801398430829847,0.034460256898794395,0.041310725966995365,0.027872346518075464,0.02340141960628528,0.022573200645341407,0.02246268871627688,0.02208791395005516,0.020328953409573858,0.025068140302842656
2009-11-13,-0.33939862121944525,-0.5115198474327457,2.0565046368999065,-0.07435544675230091,0.6263425012037822,0.4569654318308369,-0.034971924814254374,-0.03502160826042866,-0.026285755878975747,-0.023986930563295372,-0.02391291455516087,-0.020865479720634017,-0.02103382979778856,-0.022096939402923343,-0.012073230248619726,-0.008432950163902886,-0.04191056794475112,-0.033729722952266616,-0.023390686914010805,-0.020702537436154023,-0.019000819882782682,-0.016014300851005192,-0.014546204841080046,-0.014530731478682224,-0.009274648769380889,-0.006893018936958928,-0.044588499036567475,-0.0312772543799309,-0.02072211001733848,-0.017791720435021974,-0.015151377332595306,-0.012290368822095,-0.00995077907797981,-0.009254996311733654,-0.006780744257499416,-0.0052442853397793865,-0.043417757672653545,-0.02797160755465633,-0.018322831547570972,-0.015248975488848737,-0.012177687923166536,-0.00945100041614344,-0.006759896709764179,-0.005651454118745347,-0.004527186377834003,-0.0035249806793204996,-0.03909829204910986,-0.024103584258566624,-0.01620773729290681,-0.013052543163376118,-0.009921242886536064,-0.007311584446793695,-0.004635388536594176,-0.003303558569123899,-0.0024676309468338875,-0.0017622928698306506,-0.032441832804927406,-0.019921317997052324,-0.01437163036223299,-0.011171637369403742,-0.008249536004460989,-0.005729980713833349,-0.003335540653274238,-0.0019204396042724614,-0.0005677844696223566,2.412351893776865e-05,-0.024229851917838774,-0.015620188081724384,-0.012796591863097007,-0.009571696697563636,-0.007052881983682369,-0.0045955746070973635,-0.0026831415015344806,-0.0012928533542193588,0.001198322558343401,0.001819880674458707,-0.01512886190349505,-0.01134378401574021,-0.01145787305678625,-0.008217863380097112,-0.0062410846791634,-0.0038214638322231487,-0.0025454377702753828,-0.0012664503075368039,0.002850756809356314,0.0036143505201047255,-0.005658326555718185,-0.007190819113572777,-0.010328104357786083,-0.007077076450918041,-0.005740294316447292,-0.003338794072400786,-0.0028211228724535076,-0.0017249048527223643,0.004405302119429799,0.005399637098746468
2009-11-16,1.0635035439669105,0.14381709806158838,1.094092610445339,1.4956234981089822,0.5421963546245785,1.2049846768017676,-0.010670843366339167,-0.002945636309566124,-0.014655030950023518,-0.01561165867199521,-0.01325424419309229,-0.013939813033819304,-0.015530057237639339,-0.017227032484368632,-0.018113175932842784,-0.017658189271490432,-0.011924634068279927,-0.012948385909728799,-0.0178244521080253,-0.018153431835568945,-0.016255484553333588,-0.016322588544102956,-0.015692911110742225,-0.015210107790804006,-0.011678093076874063,-0.009825394800731857,-0.012931321430914577,-0.01890667719115524,-0.019243181435974144,-0.019435805870447798,-0.017747499207741768,-0.017271827568576814,-0.015431188896173786,-0.013761719269187456,-0.008034751427095532,-0.005819162016553747,-0.013664218106838044,-0.021283188677797105,-0.01921851773760319,-0.01970337375904463,-0.01806867319816341,-0.017143494215691613,-0.014862583214175995,-0.012722573383203928,-0.006459217934791539,-0.004670050512537438,-0.01413055161963106,-0.020716788967410915,-0.018067737075582846,-0.019181730495803295,-0.01749349364823849,-0.0162042726720677,-0.014067553472327576,-0.011987623024337646,-0.00644884192270867,-0.00569619773556318,-0.014361615436429886,-0.017888849675388174,-0.01608356931389654,-0.018066638828019954,-0.016241521818693094,-0.014655786819846472,-0.013102883949116073,-0.011484788286317382,-0.0076439657230424896,-0.008404478994427977,-0.014400813613006935,-0.013432306189336218,-0.013516515100092663,-0.016520744697629874,-0.014486580970510587,-0.012651670133038362,-0.012009723293658459,-0.011162965332736974,-0.009780687347071826,-0.012429846435218828,-0.014293745894718102,-0.007884549387535467,-0.010569536299271043,-0.014674858579557748,-0.012365209509854314,-0.010309770580806399,-0.010818559417811624,-0.010984914233049592,-0.012661188213176189,-0.017496657264256532,-0.014081939894498685,-0.001673323827873885,-0.0074002747011854275,-0.012631550078202602,-0.009983990736320836,-0.007720990582476661,-0.009552411132574878,-0.010922856802978886,-0.01613444657551344,-0.023393210318254587
