stock GE,stock JPM,stock A,stock AA,stock AAPL,S&P index,call option,put option,ge_bond,jpm_bond
0.14116649008932983,0.0970505451081101,-0.8069884558656747,-0.045808421407375774,-7.015042319282486,11.376710329898556,-3.193921877872583,-14.515362102320523,0.007013329933035939,0.019212244673807444
-0.4544823737309293,-0.07449445733092011,-1.407716702292085,0.07505228125391679,-2.6260085990621564,-0.881359322880594,-5.118511349434868,-4.181881921103468,0.0008374314811692152,0.013940136841282147
0.01429325623941167,-0.3433121258615302,0.28262048145351976,-0.1407459109017366,11.715071535661384,-0.136156138423382,-8.953836532238057,-8.762410288363753,0.0055085799341620945,0.011638249770756115
0.2562819404401216,-0.2879965131141529,-0.4034327263024397,-0.16419279626505281,8.109924994039565,8.594290039141676,-5.231177784198081,-13.770197717889005,0.002876287456100579,0.013215684080880363
0.10074295475667654,0.044193622368161684,0.2333179743334511,-0.08336385529694144,-6.270785021304095,0.32059879842474087,-6.188474673518158,-6.453803366491911,0.003882976086939438,0.016098759204990154
0.12663558239440026,-0.6445761972581368,-0.4352058634468785,-0.005146793803333572,-4.257898190053812,2.4460738130449724,-5.872042616362677,-8.262846323956637,0.003528018478827777,0.016366392904938243
-0.011451069823145506,0.2543792890484598,-0.6376634334284144,0.21482528135810094,4.159697880453352,21.378993914410266,5.60218977482711,-15.721534034132219,0.002331307001025573,0.021128295196357394
0.037205141757911855,0.38504119471249887,0.7129707273553468,0.04864345407431761,-9.592254497438002,0.17117374909074928,-5.574034100950456,-5.689937744590452,0.0013321407795401363,0.016789906198250826
0.17323170653720024,0.37028861212747194,0.2557661680310911,0.10777321406250497,5.025534797105535,7.244958944191369,-3.3442262367182707,-10.533915075458935,0.003827079976510994,0.01786966483234842
-0.4544823737309293,-0.34082114682468734,1.391659991478971,-0.1567470937928197,1.86925718026336,-7.548757232022928,-0.7956696721074934,6.808357665366202,0.0099029482854196,0.015449906363432353
-0.5431888394107429,-0.5535877095169373,0.4310449819990101,0.2448501530128863,8.109924994039565,-4.976477133236784,-6.145255412571146,-1.1135081738837016,0.003489676024887478,0.014874178266414573
-0.039497338256749885,-0.6445761972581368,-0.3659949902552444,0.1425107893538166,2.5380613789455264,-10.922835123669016,-8.029766289658653,2.9483389394611095,0.004814295887655806,0.009785189492242496
-0.19114462639625548,0.23896973784548797,-0.7402636245912162,-0.03908505802095083,-4.434326161614653,20.28764338463121,0.506611495585048,-19.725761783595317,0.0035752456428492785,0.017937592236736855
-0.204518479764055,-0.2286741499098175,0.1836058825826717,-0.042612665853077984,-0.43389027869097585,-15.473842833196615,-20.867934823978246,-5.338821885331072,0.007678265376194426,0.01797509125972252
0.1282916563350913,0.1592250856695165,0.7801780050955107,-0.21052033411542065,10.344995209907186,4.383596765987251,-2.2833237475384465,-6.611650408075093,0.004848028721520681,0.016527846903069188
0.05078962827543896,0.049176877339287293,-1.0026286169316057,-0.03138857145617926,4.038685318267611,0.32059879842474087,-6.329510846387478,-6.594839539361374,0.006143206478418817,0.016920854555069198
0.10772814127115404,0.4226385145796559,-0.2869069129619044,0.04130673045391107,-25.362945489243977,25.769261001130417,4.798771477982228,-20.91521941769747,0.006047895112292867,0.018661937934780104
0.1541536361555544,0.6227555110456916,-0.26771757811272817,-0.0811939649150772,5.619208791826765,0.9331500944200855,-0.051319509744132574,-0.9291994987133876,0.004473557725684252,0.01783386332788739
-0.00692003774385022,-0.1790049412499223,0.14216568035914764,-0.11442031347583557,4.8736760223758235,-9.559602711693685,-6.733439913456266,2.8814329036881645,0.006725373388110967,0.019407043418392167
0.1377535560207712,0.39784646721449884,-0.3893536163247397,0.14873301910842862,10.108391541877051,9.846478622907298,-5.824953172850826,-15.61616169030708,0.002614083251071042,0.016654906919008727
0.06712486235840703,-0.6445761972581368,0.45436533647814853,-0.181544565980844,38.43189721563057,5.043472698304785,-5.7356165376202455,-10.723819130474112,0.0044973816911573206,0.014885722011687585
-0.041649241737733864,-0.7517985452811623,0.27823629418901147,0.03715857027345116,4.214508739736232,-11.565754676891357,-8.12281339722918,3.4982113851128815,0.00693343446119421,0.01884691795514848
-0.37760222947348693,-0.7360682305658317,-0.21494038201031324,-0.05357177196670253,-16.44147172858833,12.677361522986505,1.1469381015834301,-11.475153315952412,0.002942551020842732,0.014555966800381182
-0.42148813736767793,-0.35184833372589863,-0.25145434023590274,0.048443516637815195,-1.3964552053629518,-11.143958726494414,-10.352405568216582,0.8468232637287656,0.004093929302648069,0.013440533146740208
0.2605664788336058,0.24423007004833125,0.3329019611360037,0.16513713047045775,5.564612501897303,-7.649464353171263,-11.64220334780002,-3.937468889178035,0.006370265842081224,0.0178365404938976
0.061408985342510894,0.4355844299229024,-0.5348508815717141,0.048690660755150494,9.97931724200493,-23.92083860055483,-10.605603779348215,13.370504926657532,-0.0001607696742060849,0.014033557623312376
-0.0966101573644328,0.190920094903563,-0.3320362112586407,0.4756573459027193,11.12254607494965,6.864245601056392,-3.1871080038452533,-9.996083499450833,-0.00044344221278369567,0.016358673938459578
0.05539003486585476,-0.21414243431925287,-0.36006148339775,-0.17518693722015033,0.1334571935977042,-15.157717635969547,4.063251659565424,19.276239400985787,0.005899333841731913,0.015457030863184507
-0.11341375261317956,-0.3768001421977014,-0.25326582366806877,-0.021954980871442594,8.212112278011489,1.4105328944458875,-9.952661163194449,-11.30792395218964,0.003849207316780179,0.016335292387251288
